"source_serial","registration_number","brand_name","generic_name","strength","dosage_form","pack_size","shelf_life","manufacturer","manufacturer_country","marketing_authorization_holder","local_technical_representative","registration_date","expiry_date","regulatory_status","source_name","source_url"
"2222","Rwanda FDA-HMP-MA-0282","DECLOT","Warfarin Sodium USP 5mg","5mg","Uncoated tablets","","24 Months","MACLEODS PHARMACEUTICALS LIMITED,","INDIA","MACLEODS PHARMACEUTICALS LTD, INDIA","WESSEX PHARMACEUTICALS (RWANDA) LTD","2023-05-12","2028-05-11","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"2223","Rwanda FDA-HMP-MA-0241","DEEXA","Dexamethasone Sodium Phosphate Injection USP, 4 mg/ml","4 mg/ml","Solution for injection","10 X 10 X 2 ml Ampoules in blister pack","36 Months","LINCOLN PHARMACEUTICALS LIMITED","INDIA","LINCOLN PHARMACEUTICALS LIMITED, INDIA","ABACUS PHARMA (A) LTD","2023-05-12","2028-05-11","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"2224","Rwanda FDA-HMP-MA-0259","DOLUTEGRAVIR SODIUM TABLET FOR ORAL SUSPENSION (DISPERSIBLE TABLETS) 10MG","Dolutegravir Sodium Tablet for Oral Suspension (Dispersible Tablets) 10mg","10mg","Tablet for Oral Suspension (Dispersible Tablets)","90 tablets","24 Months","MACLEODS PHARMACEUTICALS LIMITED,","INDIA","MACLEODS PHARMACEUTICALS LTD, INDIA","WESSEX PHARMACEUTICALS (RWANDA) LTD","2023-05-12","2028-05-11","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"2225","Rwanda FDA-HMP-MA-0245","DOLUTEGRAVIR TABLETS 50MG","Dolutegravir Sodium 50mg","50mg","Film-coated tablets","30 Tablets","24 Months","STRIDES PHARMA SCIENCE LIMITED,","INDIA","STRIDES PHARMA SCIENCE LIMITED, India","SUN ENTERPRISES LTD","2023-05-12","2028-05-11","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"2226","Rwanda FDA-HMP-MA-0261","DOLUTEGRAVIR/LAMIVUDINE/TENOFOVIR DISOPROXIL FUMARATE 50/300/300MG TABLETS","Dolutegravir sodium/Lamivudine USP/Tenofovir Disoproxil Fumarate 50mg/300mg/300mg","50mg/300mg/300mg","Film coated tablets","30, 90, 100, & 180 tablets","24 Months","MACLEODS PHARMACEUTICALS LIMITED,","INDIA","MACLEODS PHARMACEUTICALS LTD, INDIA","WESSEX PHARMACEUTICALS (RWANDA) LTD","2023-05-12","2028-05-11","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"2227","Rwanda FDA-HMP-MA-0256","DUOCETZ","Paracetamol 325mg & Tramadol Hydrochloride 37.5mg","325mg & 37.5mg","Film-coated tablets","3 x 10 film-coated tablets","24 Months","MEGA LIFESCIENCES PUBLIC COMPANY LTD","THAILAND","MEGA LIFE SCIENCES PUBLIC COMPANY LTD, INDIA","ABACUS PHARMA (A) LTD","2023-05-12","2028-05-11","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"2228","Rwanda FDA-HMP-MA-0231","","Isoconazole nitrate 10mg/g (1%) and Diflucortolone valerate 1mg/g (0.1%)","10mg/g (1%) and 1mg/g (0.1%)","Cream","15 g","36 Months","","TURKEY","DAFRA PHARMA GmbH, Switzerland","SUN ENTERPRISES LTD","2023-05-12","2028-05-11","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"2229","Rwanda FDA-HMP-MA-0315","EDURANTTM 25 MG FILM-COATED TABLETS","Rilpivirine hydrochloride equivalent to 25 mg rilpivirine","25 mg","Film coated tablets","30 tablets","36 Months","JANSSEN-CILAG S.p. A","ITALY","JANSSEN CILAG INTERNATIONAL NV","KIPHARMA LTD","2023-05-12","2028-05-11","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"2230","Rwanda FDA-HMP-MA-0253","EFAVIRENZ TABLETS 600MG","Efavirenz USP 600mg","600mg","Film-coated tablets","","36 Months","STRIDES SHASUN LIMITED,","INDIA","STRIDES SHASUN LIMITED, INDIA","SUN ENTERPRISES LTD","2023-05-12","2028-05-11","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"2231","Rwanda FDA-HMP-MA-0330","ENDOPROST 125MCG","Carboprost Tromethamine Injection USP 125 mcg","125 mcg","Solution for injection","2ml vial","24 Months","BHARAT SERUMS AND VACCINES LIMITED,","INDIA","BHARAT SERUMS & VACCINES LTD","WESSEX PHARMACEUTICALS (RWANDA) LTD","2023-05-12","2028-05-11","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"2232","Rwanda FDA-HMP-MA-0329","ENDOPROST 250MCG","Carboprost Tromethamine Injection USP 250 mcg","250 mcg","Solution for injection","2ml vial","24 Months","BHARAT SERUMS AND VACCINES LIMITED,","INDIA","BHARAT SERUMS & VACCINES LTD","WESSEX PHARMACEUTICALS (RWANDA) LTD","2023-05-12","2028-05-11","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"2233","Rwanda FDA-HMP-MA-0293","ENOXA 2000 UI, ANTI-XA/0.2ML","Enoxaparin Sodium","20mg/0.2ml","Solution for Injection","Box of 2 pre-filled syringes of 0.2 ml","24 Months","","TUNISIA","","KIPHARMA LTD","2023-05-12","2028-05-11","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
